evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E-OBS-P0018-band_structure-5-33d4c5a6145eb100,P0018,F0018,local_pdf_text_observation,,5,5,,,,,33d4c5a6145eb10035f592d3a21c9dfe084ead4d7d6ff82be5bd0dd52f96891f,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0018-polarization-5-5a4b8bd55e2dc207,P0018,F0018,local_pdf_text_observation,,5,5,,,,,5a4b8bd55e2dc20709029883c8e06a6122e61e9625803d54038a5fa72434bfec,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0018-polarization-7-e6de22b379181b92,P0018,F0018,local_pdf_text_observation,,7,7,,,,,e6de22b379181b923e0ea7b37f41383677c37e3c692f8843d29b9020f7a2410c,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-q_factor-1-38fba153d643fc02,P0019,F0019,local_pdf_text_observation,,1,1,,,,,38fba153d643fc02af5f09ed99cde59a571446705cc8e781a2bf8d2629758e03,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-d5480d7b79281a1f,P0019,F0019,local_pdf_text_observation,,1,1,,,,,d5480d7b79281a1f4c501b58feb5687a24f648a8b76f89665857c181d8c5dcd5,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-9828d32e81621640,P0019,F0019,local_pdf_text_observation,,1,1,,,,,9828d32e81621640ec7a1d471acbda8e8a188c6742099a063658077664817a7e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-3ed976612088bde0,P0019,F0019,local_pdf_text_observation,,1,1,,,,,3ed976612088bde0de5c360f76cde4d3f9c2e09cb39e76ee3a4ae5d137e82a05,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-b044f085ced76030,P0019,F0019,local_pdf_text_observation,,1,1,,,,,b044f085ced76030f78c6d43ccc9741c72bd72a0769c8a846a3e4f749418b630,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-82ca4a5b4e412853,P0019,F0019,local_pdf_text_observation,,1,1,,,,,82ca4a5b4e412853b89e28cbcc88af959e176cbf9c6a7aa5a75b29ed248ec5a2,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-ec7d8490c5a68b67,P0019,F0019,local_pdf_text_observation,,1,1,,,,,ec7d8490c5a68b6779c2282059b355686a1bd801f19f74b20e267bf91fb69187,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-dcbe80203d22f406,P0019,F0019,local_pdf_text_observation,,1,1,,,,,dcbe80203d22f406e4ca62aa74a2ef51eabe54a1133a1dc98eb47eecb321e467,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-material-1-414c8678ba546085,P0019,F0019,local_pdf_text_observation,,1,1,,,,,414c8678ba54608558e4a5180e8f3da2cb7ad3a552e30fe6976a6d4016392756,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-k_space-1-daafc9a8aac4bd06,P0019,F0019,local_pdf_text_observation,,1,1,,,,,daafc9a8aac4bd06288b88fc7c4237bd37a230f8af771569b22c39f6e80e54f5,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-1-c16ff7b40736b118,P0019,F0019,local_pdf_text_observation,,1,1,,,,,c16ff7b40736b118005c9aa7f716c96612b8e9577e6c5ae4e283003f7a8b07f4,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-1-e819b621b4c19d25,P0019,F0019,local_pdf_text_observation,,1,1,,,,,e819b621b4c19d253e1a13360ff4e1eb87c70baabca9892278fc4b67501403e0,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-1-daafc9a8aac4bd06,P0019,F0019,local_pdf_text_observation,,1,1,,,,,daafc9a8aac4bd06288b88fc7c4237bd37a230f8af771569b22c39f6e80e54f5,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-thickness-2-158105e1d849da4b,P0019,F0019,local_pdf_text_observation,,2,2,,,,,158105e1d849da4b84ce2643d09e2646fe2fd4ec1f886cfc52875c6e74b087e0,regex:thickness,E0,0.58,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-thickness-2-695bf6d242a75e8a,P0019,F0019,local_pdf_text_observation,,2,2,,,,,695bf6d242a75e8a50a7181ee12c5df670ab3e378ff4e2193c86a573f180f576,regex:thickness,E0,0.58,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-diameter-2-1e9b26dfc568c65e,P0019,F0019,local_pdf_text_observation,,2,2,,,,,1e9b26dfc568c65e3f8ba4cd86bfcd51b20246f5083dd283e2e7df2b999ee09a,regex:diameter,E0,0.45,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-2-061aab1f3ba2fda0,P0019,F0019,local_pdf_text_observation,,2,2,,,,,061aab1f3ba2fda0b458dbc65b34e91b2bfc9203fa1bd0673a354ac6116d866c,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-2-baf731d18cf26401,P0019,F0019,local_pdf_text_observation,,2,2,,,,,baf731d18cf26401fe688411f8aaffd6760bff6fab9c6d9942d1dd317f0ee4df,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-q_factor-3-6fd67bfc25d55541,P0019,F0019,local_pdf_text_observation,,3,3,,,,,6fd67bfc25d555414e87977678a7f3e0aa5c9591bf0e63d09117517ad8a7ca57,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-k_space-3-bcf60f1a36d04b53,P0019,F0019,local_pdf_text_observation,,3,3,,,,,bcf60f1a36d04b53c694cb0465205d57f123c0234ef1d7c872bbe71672a6b0f9,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-3-f5172023384e6dd6,P0019,F0019,local_pdf_text_observation,,3,3,,,,,f5172023384e6dd6c86313e45267fe01332a5416263b05e2a9064abfbe0f3aba,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-3-ac7c27a843e112c6,P0019,F0019,local_pdf_text_observation,,3,3,,,,,ac7c27a843e112c6fcc3551d58b1a3afd8a16af7e2fa26a98b9636ca07d7d6b2,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-3-a34b4522a3fdfeeb,P0019,F0019,local_pdf_text_observation,,3,3,,,,,a34b4522a3fdfeeb34f9e5ba40bf64d15e12c69f86bfcaafeed8adea1f733ce4,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-3-5511844e4f17ca55,P0019,F0019,local_pdf_text_observation,,3,3,,,,,5511844e4f17ca559c335bce09b34658ee3334587898f681c781391ed06e928d,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-4-98f964fcde0bbba2,P0019,F0019,local_pdf_text_observation,,4,4,,,,,98f964fcde0bbba29f5320dd9d18c316b78104e29d9f35a48bf989bd5104eb26,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-4-b5ab4c3772f65934,P0019,F0019,local_pdf_text_observation,,4,4,,,,,b5ab4c3772f65934f28382b319ea7648a1c3c5f5cf78edfc4615ffb70a492d88,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-5-ab43a3a6b915b7c5,P0019,F0019,local_pdf_text_observation,,5,5,,,,,ab43a3a6b915b7c531500a89afa01acf65f94411d09ddb24213ba52180b29abf,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-6-3261f104e1450271,P0019,F0019,local_pdf_text_observation,,6,6,,,,,3261f104e1450271752ed18ef0d3a28b74e55c67ed81d4ba7cfccd0869cc6c4e,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-6-37f69dd3a2287bdd,P0019,F0019,local_pdf_text_observation,,6,6,,,,,37f69dd3a2287bdd33a470b2fedcf10032e5e7ce1b8b454b39a03c63bae15711,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-polarization-6-bd866bbccbc3a822,P0019,F0019,local_pdf_text_observation,,6,6,,,,,bd866bbccbc3a822bdf690db08bbebbcfb641761367457a823e9b1875364bf86,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0019-spectrum-7-32e15b0475bc8a34,P0019,F0019,local_pdf_text_observation,,7,7,,,,,32e15b0475bc8a34512e241e20ca4ffd670df6584706e7d6fd0b7f847c28d74a,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-1-ac93ba799a9dd4bd,P0020,F0020,local_pdf_text_observation,,1,1,,,,,ac93ba799a9dd4bd33d476d491a18b812aeea3815b78daa560bd7c6b5e6b8ad0,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-1-184736584afddc2b,P0020,F0020,local_pdf_text_observation,,1,1,,,,,184736584afddc2b5a6d90db593836e0653d5ca54d6b506e42bfad6ea1a955c4,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-1-f262a87707bfbdb5,P0020,F0020,local_pdf_text_observation,,1,1,,,,,f262a87707bfbdb5805244214f19e7f65c12a14cd851ba55e6efc89bfed77b67,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-1-9105a4a0dcd72968,P0020,F0020,local_pdf_text_observation,,1,1,,,,,9105a4a0dcd7296813218bdbc1479a319ed6395e72922266a6fe83cd0ec7fe40,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-1-d731c001bf29b6bc,P0020,F0020,local_pdf_text_observation,,1,1,,,,,d731c001bf29b6bc0fceabf2c2621efe2f439fe66951de4afb4dd7c4b9af1f18,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-1-5cadb7761b62f651,P0020,F0020,local_pdf_text_observation,,1,1,,,,,5cadb7761b62f651e629d73853a9b1deb13c97aeb948962d44bf873b910f5d5b,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-1-479815d61ffe8af7,P0020,F0020,local_pdf_text_observation,,1,1,,,,,479815d61ffe8af78b6b4c61afee7884b62999fde170a80580154af07e14c9d2,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-2-bb19b380d5bddfaa,P0020,F0020,local_pdf_text_observation,,2,2,,,,,bb19b380d5bddfaaa20105c4768e4ff4a3dbc4e8cc0b7ebf27327da35ea5e16a,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-2-f32500f62d3558cf,P0020,F0020,local_pdf_text_observation,,2,2,,,,,f32500f62d3558cfc4b08811bad07251d928521a737a96dea25e3c78923a4b19,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-2-e5e0c9ebab548a81,P0020,F0020,local_pdf_text_observation,,2,2,,,,,e5e0c9ebab548a815b8a857487b310686817fbf1d8d34301463e773318f6ed0b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-band_structure-2-4581302f29869b3c,P0020,F0020,local_pdf_text_observation,,2,2,,,,,4581302f29869b3c6fe682e7e2d71f8e92b62d26e36621cb0277ffb7db7fa62a,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-2-3471e5dc0d6387c4,P0020,F0020,local_pdf_text_observation,,2,2,,,,,3471e5dc0d6387c4fa0490050fbde205737b4515173c9c19ce57b33782725833,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-2-b28053f80dba1657,P0020,F0020,local_pdf_text_observation,,2,2,,,,,b28053f80dba165796ceaa64bf31f58aeadf5f395fd8ef9e38b941d8c63e98f1,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-3-d13d19e1e0651f20,P0020,F0020,local_pdf_text_observation,,3,3,,,,,d13d19e1e0651f202e650f72badfae8a61f9ac83d9b6742a073cfc7e6bfda658,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-4-3ce74e5ca442cbca,P0020,F0020,local_pdf_text_observation,,4,4,,,,,3ce74e5ca442cbcadafbec764eadc4b2fb45bc8da4544cfaa608e2d67403d7a9,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-polarization-4-272190a3a3043d96,P0020,F0020,local_pdf_text_observation,,4,4,,,,,272190a3a3043d96905dd17ff2221bd0022c4112fd5dca8af848bca4cd1ab881,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-material-5-c95e931d04852cad,P0020,F0020,local_pdf_text_observation,,5,5,,,,,c95e931d04852cada0e963b6bff24843a4d066dd7ba6fa34dbbb17c9551279ec,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-material-5-cfb8fbb5df28b1a2,P0020,F0020,local_pdf_text_observation,,5,5,,,,,cfb8fbb5df28b1a2f2f5429c24c4381b834ba8b806aef0632d5ce7527dd41403,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0020-spectrum-5-94b8b7e526685022,P0020,F0020,local_pdf_text_observation,,5,5,,,,,94b8b7e526685022962b4e1d25d91059307b7bb3c29bdda219e81627c20ef285,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-material-1-8a1d5e10ae355555,P0021,F0021,local_pdf_text_observation,,1,1,,,,,8a1d5e10ae35555523a6358f6194d40e97b9e36f041f2d6cf45df640f01f2dcd,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-material-1-5f3d027dacd084d7,P0021,F0021,local_pdf_text_observation,,1,1,,,,,5f3d027dacd084d74d8ddeda60f60dd3739b6d829b2832c841ff794f76e37d2a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-material-1-e16f64c959ae16c9,P0021,F0021,local_pdf_text_observation,,1,1,,,,,e16f64c959ae16c930240e1d0c976135cd51e6362fdc19d58509c0debed6e1d7,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-material-1-bd703f636879b64e,P0021,F0021,local_pdf_text_observation,,1,1,,,,,bd703f636879b64e64c7e5a0d54b2eada0938f199057cea52a4f2050b1197d40,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-k_space-4-d5530bf0b9048775,P0021,F0021,local_pdf_text_observation,,4,4,,,,,d5530bf0b904877541379dd730c9b2b4a4ff94961eb3b795f33a0061e66cec3b,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0021-k_space-4-12130af66daa5d58,P0021,F0021,local_pdf_text_observation,,4,4,,,,,12130af66daa5d58f0cd9c070dcfffca6fe0ce225e2e02fd9d355347558969a8,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-1-14cc606ebac231b9,P0022,F0022,local_pdf_text_observation,,1,1,,,,,14cc606ebac231b96908c1dea3e95a7c153b2eecd638b052ad6a57a4c77b9c1c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-spectrum-1-dab548da86cb3cb7,P0022,F0022,local_pdf_text_observation,,1,1,,,,,dab548da86cb3cb7f507b543cb233d32cf43385d4bfae0859652af4f0f3381ad,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-k_space-2-ea563d6bcb03c86c,P0022,F0022,local_pdf_text_observation,,2,2,,,,,ea563d6bcb03c86c6dcce7e9b2ba3dec68f2384011846910652af31283f45452,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-2-c9fd232dad5b3476,P0022,F0022,local_pdf_text_observation,,2,2,,,,,c9fd232dad5b347617028eb25154cefd6ed9e188f1028d609f6cd78a90a80b85,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-2-f52027ac1146bd87,P0022,F0022,local_pdf_text_observation,,2,2,,,,,f52027ac1146bd877cce3723bf1b077a1e6c9b06afaf4a28cf952015ef63c3c0,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-2-c60a96271004737a,P0022,F0022,local_pdf_text_observation,,2,2,,,,,c60a96271004737a43a8040eb0365587235cba38d07583a048e039010ffa498b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-2-613d45d6cbf0cb49,P0022,F0022,local_pdf_text_observation,,2,2,,,,,613d45d6cbf0cb492d9268a1130c89c97a634dc7c0dd08f2912bfcacefc2def9,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-2-7cd60c192d70abd1,P0022,F0022,local_pdf_text_observation,,2,2,,,,,7cd60c192d70abd11ea52cd5f94f082ac15942d40635213716c53418df364c32,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-spectrum-2-d4ec778e7d53086e,P0022,F0022,local_pdf_text_observation,,2,2,,,,,d4ec778e7d53086ee59c33498620c1f7205b0d47d9f98b5e20c110048aa95dd4,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-radius-3-0453c8984211bf17,P0022,F0022,local_pdf_text_observation,,3,3,,,,,0453c8984211bf17f6402b3050e63b33418621e56ef93d9aa12a91e3b4f7c134,regex:radius,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-k_space-3-1dbd00fb9d931327,P0022,F0022,local_pdf_text_observation,,3,3,,,,,1dbd00fb9d931327729b8ae8713054df1e49b61775f9d70fa08b609459e139ff,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-k_space-3-1bb69ed3b934e140,P0022,F0022,local_pdf_text_observation,,3,3,,,,,1bb69ed3b934e14049bb4b5785c18944217a208f886d48b4a61bf40b7633ebea,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-3-a16373de6b940ebc,P0022,F0022,local_pdf_text_observation,,3,3,,,,,a16373de6b940ebc25410f3458df499db12348d9e4ae26d855f2d6996bc6800f,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-k_space-4-26a0c72d51efc1ef,P0022,F0022,local_pdf_text_observation,,4,4,,,,,26a0c72d51efc1ef7cca9db7eaf822c933df4c07b74a46aaf24a456578216217,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-band_structure-4-e29d6e2ae986c854,P0022,F0022,local_pdf_text_observation,,4,4,,,,,e29d6e2ae986c854fe2aa0cc419114c14cc44b4c6a10389bb696da191968b100,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-spectrum-4-6ae71e3d53984c01,P0022,F0022,local_pdf_text_observation,,4,4,,,,,6ae71e3d53984c012928f9ca928324c87a07eb72e64144e760b1967729326835,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-spectrum-4-ef3a3e4b3eb1e8d6,P0022,F0022,local_pdf_text_observation,,4,4,,,,,ef3a3e4b3eb1e8d637c59d51e7fc977a4f5690020e82bd25a29e4f6a5ab4851c,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-spectrum-4-326b8e50fb32c038,P0022,F0022,local_pdf_text_observation,,4,4,,,,,326b8e50fb32c0388c82abd38bfaf60386f812950bac7d687832a2d852a38eda,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0022-polarization-4-e1be32e28423588d,P0022,F0022,local_pdf_text_observation,,4,4,,,,,e1be32e28423588d30a5f5773da53411967d2529380ddb256d410c7eaed61250,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-1-14cc606ebac231b9,P0023,F0023,local_pdf_text_observation,,1,1,,,,,14cc606ebac231b96908c1dea3e95a7c153b2eecd638b052ad6a57a4c77b9c1c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-spectrum-1-dab548da86cb3cb7,P0023,F0023,local_pdf_text_observation,,1,1,,,,,dab548da86cb3cb7f507b543cb233d32cf43385d4bfae0859652af4f0f3381ad,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-k_space-2-ea563d6bcb03c86c,P0023,F0023,local_pdf_text_observation,,2,2,,,,,ea563d6bcb03c86c6dcce7e9b2ba3dec68f2384011846910652af31283f45452,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-2-c9fd232dad5b3476,P0023,F0023,local_pdf_text_observation,,2,2,,,,,c9fd232dad5b347617028eb25154cefd6ed9e188f1028d609f6cd78a90a80b85,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-2-f52027ac1146bd87,P0023,F0023,local_pdf_text_observation,,2,2,,,,,f52027ac1146bd877cce3723bf1b077a1e6c9b06afaf4a28cf952015ef63c3c0,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-2-c60a96271004737a,P0023,F0023,local_pdf_text_observation,,2,2,,,,,c60a96271004737a43a8040eb0365587235cba38d07583a048e039010ffa498b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-2-613d45d6cbf0cb49,P0023,F0023,local_pdf_text_observation,,2,2,,,,,613d45d6cbf0cb492d9268a1130c89c97a634dc7c0dd08f2912bfcacefc2def9,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-2-7cd60c192d70abd1,P0023,F0023,local_pdf_text_observation,,2,2,,,,,7cd60c192d70abd11ea52cd5f94f082ac15942d40635213716c53418df364c32,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
