observation_id,paper_id,external_id,file_id,observation_group,observation_type,quantity_name,value_text,value_numeric,unit,material,structure_name,wavelength_nm,frequency_thz,q_factor,fano_q,source_kind,source_url,page,figure,panel,table_no,evidence_id,extraction_method,verification_status,curation_status,confidence,notes
OBS-P0026-material-1-c43d37b7cc433d78,P0026,,F0026,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-c43d37b7cc433d78,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-a41218f900c1f4dd,P0026,,F0026,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-a41218f900c1f4dd,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-f980463b83cbc0e3,P0026,,F0026,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-f980463b83cbc0e3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-b92f0dae2edc3984,P0026,,F0026,material,material,material,silicon,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-b92f0dae2edc3984,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-06c198bab7274895,P0026,,F0026,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-06c198bab7274895,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-b8e1e33c4dd04453,P0026,,F0026,material,material,material,SiO2,2.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-b8e1e33c4dd04453,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-material-1-1f0971948db55b8d,P0026,,F0026,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-material-1-1f0971948db55b8d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-1-bf603f472c5f0d47,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-band_structure-1-bf603f472c5f0d47,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-1-4f3de425b2676430,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-band_structure-1-4f3de425b2676430,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-1-d9705c6d75566a39,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-band_structure-1-d9705c6d75566a39,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-1-0f1d26f5bd2b9eae,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0026-band_structure-1-0f1d26f5bd2b9eae,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-period-2-d0bceef96f9b9c5d,P0026,,F0026,structure,period,period/lattice constant,320,320.0,nm,,,320.0,,,,local_pdf_text,,2,,,,E-OBS-P0026-period-2-d0bceef96f9b9c5d,regex:period,candidate_needs_review,review_queue,0.6,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-thickness-2-f09ba939fa8c1b11,P0026,,F0026,structure,thickness,thickness/height,55,55.0,nm,,,55.0,,,,local_pdf_text,,2,,,,E-OBS-P0026-thickness-2-f09ba939fa8c1b11,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-diameter-2-f06169cc83dd1b60,P0026,,F0026,structure,diameter,diameter,160,160.0,nm,,,160.0,,,,local_pdf_text,,2,,,,E-OBS-P0026-diameter-2-f06169cc83dd1b60,regex:diameter,candidate_needs_review,review_queue,0.45,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-2-5ed04618c2d3b27c,P0026,,F0026,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0026-band_structure-2-5ed04618c2d3b27c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-3-8695109ac0f1ac0b,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0026-band_structure-3-8695109ac0f1ac0b,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-polarization-3-eac8761a7c3380b9,P0026,,F0026,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0026-polarization-3-eac8761a7c3380b9,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-4-f72ff461c24e44c4,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0026-band_structure-4-f72ff461c24e44c4,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0026-band_structure-4-46002e2db866d124,P0026,,F0026,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0026-band_structure-4-46002e2db866d124,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-material-1-cf72444eafce3a9e,P0027,,F0027,material,material,material,perovskite,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0027-material-1-cf72444eafce3a9e,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-polarization-1-447492ac902a09e6,P0027,,F0027,polarization,polarization,polarization/topology,chiral,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0027-polarization-1-447492ac902a09e6,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-polarization-1-408ed6c0649e6c28,P0027,,F0027,polarization,polarization,polarization/topology,chiral,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0027-polarization-1-408ed6c0649e6c28,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-k_space-2-a20e9d3216cf7e1b,P0027,,F0027,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0027-k_space-2-a20e9d3216cf7e1b,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-material-3-4587a331c4af712b,P0027,,F0027,material,material,material,silica,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0027-material-3-4587a331c4af712b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-band_structure-3-ab90a3d18d630381,P0027,,F0027,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0027-band_structure-3-ab90a3d18d630381,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-band_structure-3-0e761fe5634bbf95,P0027,,F0027,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0027-band_structure-3-0e761fe5634bbf95,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-polarization-4-25a32d97a7309ea8,P0027,,F0027,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0027-polarization-4-25a32d97a7309ea8,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0027-polarization-4-44688578c7ccfbdd,P0027,,F0027,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0027-polarization-4-44688578c7ccfbdd,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-k_space-1-63151c8648f17a6d,P0028,,F0028,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0028-k_space-1-63151c8648f17a6d,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-0ca1202c70e97e9d,P0028,,F0028,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-0ca1202c70e97e9d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-4da023c922ce6504,P0028,,F0028,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-4da023c922ce6504,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-3c4f9d41c56509e7,P0028,,F0028,material,material,material,SiO2,2.0,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-3c4f9d41c56509e7,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-3788ed2790b33cf0,P0028,,F0028,material,material,material,Si,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-3788ed2790b33cf0,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-0324eccaab102b4d,P0028,,F0028,material,material,material,Si3N4,34.0,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-0324eccaab102b4d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-91f00987f9d04fd5,P0028,,F0028,material,material,material,silica,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-91f00987f9d04fd5,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-5774fa58d75e1c4d,P0028,,F0028,material,material,material,Si,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-5774fa58d75e1c4d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-material-2-7441d1ed8ddf0229,P0028,,F0028,material,material,material,silica,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-material-2-7441d1ed8ddf0229,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-k_space-2-a2b3a69604df2f94,P0028,,F0028,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-k_space-2-a2b3a69604df2f94,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-band_structure-2-57ad74bac518093a,P0028,,F0028,band,band_structure,band structure,Bloch mode,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-band_structure-2-57ad74bac518093a,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-band_structure-2-dfdc190bdba80e30,P0028,,F0028,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0028-band_structure-2-dfdc190bdba80e30,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-k_space-4-37640c711021a710,P0028,,F0028,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0028-k_space-4-37640c711021a710,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0028-k_space-4-2fbf6dfc45ad2b64,P0028,,F0028,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0028-k_space-4-2fbf6dfc45ad2b64,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-1-def6640dcb6dd816,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-band_structure-1-def6640dcb6dd816,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-1-5a7c876d61fc28a3,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-band_structure-1-5a7c876d61fc28a3,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-1-f0fc4975c84543dd,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-band_structure-1-f0fc4975c84543dd,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-1-e2fbd0f566b25a06,P0029,,F0029,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-band_structure-1-e2fbd0f566b25a06,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-1-42221ce6796695fb,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-band_structure-1-42221ce6796695fb,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-polarization-1-a7a4943b21605e7f,P0029,,F0029,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-polarization-1-a7a4943b21605e7f,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-polarization-1-bea3df2dfef43b8e,P0029,,F0029,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0029-polarization-1-bea3df2dfef43b8e,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-2-bd481f8cff38da6b,P0029,,F0029,material,material,material,sin,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0029-material-2-bd481f8cff38da6b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-2-68127087b3399719,P0029,,F0029,material,material,material,sin,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0029-material-2-68127087b3399719,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-2-9ceb3e4275fb5438,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0029-band_structure-2-9ceb3e4275fb5438,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-2-e5e197abfc77aaee,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0029-band_structure-2-e5e197abfc77aaee,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-225cff204716d0bf,P0029,,F0029,material,material,material,Dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-225cff204716d0bf,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-afd47ad37ce2ae21,P0029,,F0029,material,material,material,AlGaAs,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-afd47ad37ce2ae21,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-f3e576a6cd7eb6f1,P0029,,F0029,material,material,material,GaAs,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-f3e576a6cd7eb6f1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-ef6b4d6fdf95f439,P0029,,F0029,material,material,material,AlGaAs,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-ef6b4d6fdf95f439,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-89b8444d5ca65694,P0029,,F0029,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-89b8444d5ca65694,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-material-3-734ab3c8065774ac,P0029,,F0029,material,material,material,GaAs,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-material-3-734ab3c8065774ac,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-polarization-3-b30a9adc08293cae,P0029,,F0029,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-polarization-3-b30a9adc08293cae,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-polarization-3-b3118aed091e9e96,P0029,,F0029,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0029-polarization-3-b3118aed091e9e96,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0029-band_structure-5-b11bb7707a2a242d,P0029,,F0029,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0029-band_structure-5-b11bb7707a2a242d,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-material-1-02232214348f805a,P0030,,F0030,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-material-1-02232214348f805a,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-material-1-6757bbc866e3032f,P0030,,F0030,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-material-1-6757bbc866e3032f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-band_structure-1-1a9551fdf93c47cc,P0030,,F0030,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-band_structure-1-1a9551fdf93c47cc,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-1-ed06c1966ad3ad4a,P0030,,F0030,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-spectrum-1-ed06c1966ad3ad4a,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-1-8fdba80c334784c1,P0030,,F0030,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-spectrum-1-8fdba80c334784c1,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-1-33375a7c2a3dc19a,P0030,,F0030,spectrum,spectrum,spectrum,"far
field",,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-spectrum-1-33375a7c2a3dc19a,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-1-aa1cd179ea885e15,P0030,,F0030,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-spectrum-1-aa1cd179ea885e15,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-1-d50a59553c8eef46,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-polarization-1-d50a59553c8eef46,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-1-b1d8b19a913feb54,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-polarization-1-b1d8b19a913feb54,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-1-a8d6372822881fc1,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-polarization-1-a8d6372822881fc1,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-1-c9c535e619823be7,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-polarization-1-c9c535e619823be7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-1-f4dc16ae526163b7,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0030-polarization-1-f4dc16ae526163b7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-9e053b2849fa4e47,P0030,,F0030,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-9e053b2849fa4e47,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-7e7660cd501a2191,P0030,,F0030,kspace,k_space,k-space / momentum-space,k space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-7e7660cd501a2191,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-817573ea73abeaec,P0030,,F0030,kspace,k_space,k-space / momentum-space,Polarization vortex,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-817573ea73abeaec,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-cf9684c76883d5d8,P0030,,F0030,kspace,k_space,k-space / momentum-space,Topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-cf9684c76883d5d8,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-4745b8800952947f,P0030,,F0030,kspace,k_space,k-space / momentum-space,k space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-4745b8800952947f,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-c5f9cbbdf5861a0c,P0030,,F0030,kspace,k_space,k-space / momentum-space,k space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-c5f9cbbdf5861a0c,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-e7907ce45e1d82f1,P0030,,F0030,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-e7907ce45e1d82f1,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-k_space-2-aa8de2f82b03263b,P0030,,F0030,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-k_space-2-aa8de2f82b03263b,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-2-994cf1ddf7eb2a43,P0030,,F0030,spectrum,spectrum,spectrum,far field,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-spectrum-2-994cf1ddf7eb2a43,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-2-9c7e1a38b15fbe01,P0030,,F0030,spectrum,spectrum,spectrum,far field,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-spectrum-2-9c7e1a38b15fbe01,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-2-8ebab9a055cfc826,P0030,,F0030,spectrum,spectrum,spectrum,far field,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-spectrum-2-8ebab9a055cfc826,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-spectrum-2-7b3ebbecd11b9144,P0030,,F0030,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-spectrum-2-7b3ebbecd11b9144,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-2-8d060376154b4fe4,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-polarization-2-8d060376154b4fe4,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-2-d029ba487369c8d5,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-polarization-2-d029ba487369c8d5,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-polarization-2-d1e6398e6ade48a4,P0030,,F0030,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0030-polarization-2-d1e6398e6ade48a4,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-material-3-05508d5bece0e905,P0030,,F0030,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0030-material-3-05508d5bece0e905,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-band_structure-3-868d704dbf91d218,P0030,,F0030,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0030-band_structure-3-868d704dbf91d218,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-band_structure-4-2634f012e8658e6a,P0030,,F0030,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0030-band_structure-4-2634f012e8658e6a,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0030-band_structure-4-e78db931998254a8,P0030,,F0030,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0030-band_structure-4-e78db931998254a8,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0031-q_factor-1-769aea2e66bb58d4,P0031,,F0031,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,1,,,,E-OBS-P0031-q_factor-1-769aea2e66bb58d4,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
